Date,Sensex
05-05-2011,18210.58008
06-05-2011,18518.81055
09-05-2011,18528.96094
10-05-2011,18512.76953
11-05-2011,18584.96094
12-05-2011,18335.78906
13-05-2011,18531.2793
16-05-2011,18345.0293
17-05-2011,18137.34961
18-05-2011,18086.19922
19-05-2011,18141.40039
20-05-2011,18326.08984
23-05-2011,17993.33008
24-05-2011,18011.9707
25-05-2011,17847.24023
26-05-2011,18044.64063
27-05-2011,18266.09961
30-05-2011,18232.06055
31-05-2011,18503.2793
01-06-2011,18608.81055
02-06-2011,18494.17969
03-06-2011,18376.48047
06-06-2011,18420.10938
07-06-2011,18495.61914
08-06-2011,18394.28906
09-06-2011,18384.90039
10-06-2011,18268.53906
13-06-2011,18266.0293
14-06-2011,18308.66016
15-06-2011,18132.24023
16-06-2011,17985.88086
17-06-2011,17870.5293
20-06-2011,17506.63086
21-06-2011,17560.30078
22-06-2011,17550.63086
23-06-2011,17727.49023
24-06-2011,18240.67969
27-06-2011,18412.41016
28-06-2011,18492.44922
29-06-2011,18693.85938
30-06-2011,18845.86914
01-07-2011,18762.80078
04-07-2011,18814.48047
05-07-2011,18744.56055
06-07-2011,18726.9707
07-07-2011,19078.30078
08-07-2011,18858.03906
11-07-2011,18721.39063
12-07-2011,18411.61914
13-07-2011,18596.01953
14-07-2011,18618.19922
15-07-2011,18561.91992
18-07-2011,18507.03906
19-07-2011,18653.86914
20-07-2011,18502.38086
21-07-2011,18436.18945
22-07-2011,18722.30078
25-07-2011,18871.28906
26-07-2011,18518.2207
27-07-2011,18432.25
28-07-2011,18209.51953
29-07-2011,18197.19922
01-08-2011,18314.33008
02-08-2011,18109.89063
03-08-2011,17940.55078
04-08-2011,17693.17969
05-08-2011,17305.86914
08-08-2011,16990.17969
09-08-2011,16857.91016
10-08-2011,17130.50977
11-08-2011,17059.40039
12-08-2011,16839.63086
16-08-2011,16730.93945
17-08-2011,16840.80078
18-08-2011,16469.78906
19-08-2011,16141.66992
22-08-2011,16341.7002
23-08-2011,16498.4707
24-08-2011,16284.98047
25-08-2011,16146.33008
26-08-2011,15848.83008
29-08-2011,16416.33008
30-08-2011,16676.75
02-09-2011,16821.46094
05-09-2011,16713.33008
06-09-2011,16862.81055
07-09-2011,17065
08-09-2011,17165.53906
09-09-2011,16866.9707
12-09-2011,16501.74023
13-09-2011,16467.43945
14-09-2011,16709.59961
15-09-2011,16876.53906
16-09-2011,16933.83008
19-09-2011,16745.34961
20-09-2011,17099.2793
21-09-2011,17065.15039
22-09-2011,16361.15039
23-09-2011,16162.05957
26-09-2011,16051.09961
27-09-2011,16524.0293
28-09-2011,16446.01953
29-09-2011,16698.07031
30-09-2011,16453.75977
03-10-2011,16151.4502
04-10-2011,15864.86035
05-10-2011,15792.41016
07-10-2011,16232.54004
10-10-2011,16557.23047
11-10-2011,16536.4707
12-10-2011,16958.39063
13-10-2011,16883.91992
14-10-2011,17082.68945
17-10-2011,17025.08984
18-10-2011,16748.28906
19-10-2011,17085.33984
20-10-2011,16936.89063
21-10-2011,16785.64063
24-10-2011,16939.2793
25-10-2011,17254.85938
28-10-2011,17804.80078
31-10-2011,17705.00977
01-11-2011,17480.83008
02-11-2011,17464.84961
03-11-2011,17481.92969
04-11-2011,17562.60938
08-11-2011,17569.5293
09-11-2011,17362.09961
11-11-2011,17192.82031
14-11-2011,17118.74023
15-11-2011,16882.66992
16-11-2011,16775.86914
17-11-2011,16461.71094
18-11-2011,16371.50977
21-11-2011,15946.09961
22-11-2011,16065.41992
23-11-2011,15699.96973
24-11-2011,15858.49023
25-11-2011,15695.42969
28-11-2011,16167.12988
29-11-2011,16008.33984
30-11-2011,16123.45996
01-12-2011,16483.44922
02-12-2011,16846.83008
05-12-2011,16805.33008
07-12-2011,16877.06055
08-12-2011,16488.24023
09-12-2011,16213.45996
12-12-2011,15870.34961
13-12-2011,16002.50977
14-12-2011,15881.13965
15-12-2011,15836.46973
16-12-2011,15491.34961
19-12-2011,15379.33984
20-12-2011,15175.08008
21-12-2011,15685.20996
22-12-2011,15813.36035
23-12-2011,15738.7002
26-12-2011,15970.75
27-12-2011,15873.9502
28-12-2011,15727.84961
29-12-2011,15543.92969
30-12-2011,15454.91992
03-01-2012,15939.36035
04-01-2012,15882.63965
05-01-2012,15857.08008
06-01-2012,15867.73047
09-01-2012,15814.71973
10-01-2012,16165.08984
11-01-2012,16175.86035
12-01-2012,16037.50977
13-01-2012,16154.62012
16-01-2012,16189.36035
17-01-2012,16466.05078
18-01-2012,16451.4707
19-01-2012,16643.74023
20-01-2012,16739.00977
23-01-2012,16751.73047
24-01-2012,16995.76953
25-01-2012,17077.17969
27-01-2012,17233.98047
30-01-2012,16863.30078
31-01-2012,17193.55078
01-02-2012,17300.58008
02-02-2012,17431.84961
03-02-2012,17604.96094
06-02-2012,17707.31055
07-02-2012,17622.44922
08-02-2012,17707.32031
09-02-2012,17830.75
10-02-2012,17748.68945
13-02-2012,17772.83984
14-02-2012,17848.57031
15-02-2012,18202.41016
16-02-2012,18153.99023
17-02-2012,18289.34961
21-02-2012,18428.60938
22-02-2012,18145.25
23-02-2012,18078.5
24-02-2012,17923.57031
27-02-2012,17445.75
28-02-2012,17731.11914
29-02-2012,17752.67969
01-03-2012,17583.9707
02-03-2012,17636.80078
05-03-2012,17362.86914
06-03-2012,17173.28906
07-03-2012,17145.51953
09-03-2012,17503.24023
12-03-2012,17587.66992
13-03-2012,17813.61914
14-03-2012,17919.30078
15-03-2012,17675.84961
16-03-2012,17466.19922
19-03-2012,17273.36914
20-03-2012,17316.17969
21-03-2012,17601.71094
22-03-2012,17196.4707
23-03-2012,17361.74023
26-03-2012,17052.7793
27-03-2012,17257.35938
28-03-2012,17121.61914
29-03-2012,17058.60938
30-03-2012,17404.19922
02-04-2012,17478.15039
03-04-2012,17597.41992
04-04-2012,17486.01953
09-04-2012,17222.14063
10-04-2012,17243.83984
11-04-2012,17199.40039
12-04-2012,17332.61914
13-04-2012,17094.50977
16-04-2012,17150.94922
17-04-2012,17357.93945
18-04-2012,17392.39063
19-04-2012,17503.71094
20-04-2012,17373.83984
23-04-2012,17096.67969
24-04-2012,17207.28906
25-04-2012,17151.28906
26-04-2012,17130.66992
27-04-2012,17134.25
30-04-2012,17318.81055
02-05-2012,17301.91016
03-05-2012,17151.18945
04-05-2012,16831.08008
07-05-2012,16912.71094
08-05-2012,16546.17969
09-05-2012,16479.58008
10-05-2012,16420.05078
11-05-2012,16292.98047
14-05-2012,16215.83984
15-05-2012,16328.25
16-05-2012,16030.08984
17-05-2012,16070.48047
18-05-2012,16152.75
21-05-2012,16183.25977
22-05-2012,16026.41016
23-05-2012,15948.09961
24-05-2012,16222.2998
25-05-2012,16217.82031
28-05-2012,16416.83984
29-05-2012,16438.58008
30-05-2012,16312.15039
31-05-2012,16218.53027
01-06-2012,15965.16016
04-06-2012,15988.40039
05-06-2012,16020.63965
06-06-2012,16454.30078
07-06-2012,16649.05078
08-06-2012,16718.86914
11-06-2012,16668.00977
12-06-2012,16862.80078
13-06-2012,16880.50977
14-06-2012,16677.88086
15-06-2012,16949.83008
18-06-2012,16705.83008
19-06-2012,16859.80078
20-06-2012,16896.63086
21-06-2012,17032.56055
22-06-2012,16972.50977
25-06-2012,16882.16016
26-06-2012,16906.58008
27-06-2012,16967.75977
28-06-2012,16990.75977
29-06-2012,17429.98047
02-07-2012,17398.98047
03-07-2012,17425.71094
04-07-2012,17462.81055
05-07-2012,17538.66992
06-07-2012,17521.11914
09-07-2012,17391.98047
10-07-2012,17618.34961
11-07-2012,17489.14063
12-07-2012,17232.55078
13-07-2012,17213.69922
16-07-2012,17103.31055
17-07-2012,17105.30078
18-07-2012,17185.00977
19-07-2012,17278.84961
20-07-2012,17158.43945
23-07-2012,16877.34961
24-07-2012,16918.08008
25-07-2012,16846.05078
26-07-2012,16639.82031
27-07-2012,16839.18945
30-07-2012,17143.67969
31-07-2012,17236.17969
01-08-2012,17257.38086
02-08-2012,17224.35938
03-08-2012,17197.92969
06-08-2012,17412.96094
07-08-2012,17601.7793
08-08-2012,17600.56055
09-08-2012,17560.86914
10-08-2012,17557.74023
13-08-2012,17633.44922
14-08-2012,17728.19922
16-08-2012,17657.21094
17-08-2012,17691.08008
21-08-2012,17885.25977
22-08-2012,17846.85938
23-08-2012,17850.2207
24-08-2012,17783.21094
27-08-2012,17678.81055
28-08-2012,17631.71094
29-08-2012,17490.81055
30-08-2012,17541.64063
31-08-2012,17380.75
03-09-2012,17384.40039
04-09-2012,17440.86914
05-09-2012,17313.33984
06-09-2012,17346.26953
07-09-2012,17683.73047
10-09-2012,17766.7793
11-09-2012,17852.94922
12-09-2012,18000.0293
13-09-2012,18021.16016
14-09-2012,18464.26953
17-09-2012,18542.31055
18-09-2012,18496.00977
20-09-2012,18349.25
21-09-2012,18752.83008
24-09-2012,18673.33984
25-09-2012,18694.41016
26-09-2012,18632.16992
27-09-2012,18579.5
28-09-2012,18762.74023
01-10-2012,18823.91016
03-10-2012,18869.68945
04-10-2012,19058.15039
05-10-2012,18938.46094
08-10-2012,18708.98047
09-10-2012,18793.35938
10-10-2012,18631.09961
11-10-2012,18804.75
12-10-2012,18675.17969
15-10-2012,18713.55078
16-10-2012,18577.69922
17-10-2012,18610.76953
18-10-2012,18791.92969
19-10-2012,18682.31055
22-10-2012,18793.43945
23-10-2012,18710.01953
25-10-2012,18758.63086
29-10-2012,18635.82031
30-10-2012,18430.84961
31-10-2012,18505.38086
01-11-2012,18561.69922
02-11-2012,18755.44922
05-11-2012,18762.86914
06-11-2012,18817.38086
07-11-2012,18902.41016
08-11-2012,18846.25977
09-11-2012,18683.67969
12-11-2012,18670.33984
15-11-2012,18471.36914
16-11-2012,18309.36914
19-11-2012,18339
20-11-2012,18329.32031
21-11-2012,18460.38086
22-11-2012,18517.33984
23-11-2012,18506.57031
26-11-2012,18537.00977
27-11-2012,18842.08008
29-11-2012,19170.91016
30-11-2012,19339.90039
03-12-2012,19305.32031
04-12-2012,19348.11914
05-12-2012,19391.85938
06-12-2012,19486.80078
07-12-2012,19424.09961
10-12-2012,19409.68945
11-12-2012,19387.14063
12-12-2012,19355.25977
13-12-2012,19229.25977
14-12-2012,19317.25
17-12-2012,19244.41992
18-12-2012,19364.75
19-12-2012,19476
20-12-2012,19453.91992
21-12-2012,19242
24-12-2012,19255.08984
26-12-2012,19417.46094
27-12-2012,19323.80078
28-12-2012,19444.83984
31-12-2012,19426.71094
02-01-2013,19714.24023
03-01-2013,19764.7793
04-01-2013,19784.08008
07-01-2013,19691.41992
08-01-2013,19742.51953
09-01-2013,19666.58984
10-01-2013,19663.55078
11-01-2013,19663.64063
14-01-2013,19906.41016
15-01-2013,19986.82031
16-01-2013,19817.63086
17-01-2013,19964.0293
18-01-2013,20039.03906
21-01-2013,20101.82031
22-01-2013,19981.57031
23-01-2013,20026.60938
24-01-2013,19923.7793
25-01-2013,20103.5293
28-01-2013,20103.34961
29-01-2013,19990.90039
30-01-2013,20005
31-01-2013,19894.98047
01-02-2013,19781.18945
04-02-2013,19751.18945
05-02-2013,19659.82031
06-02-2013,19639.7207
07-02-2013,19580.32031
08-02-2013,19484.76953
11-02-2013,19460.57031
12-02-2013,19561.03906
13-02-2013,19608.08008
14-02-2013,19497.17969
15-02-2013,19468.15039
18-02-2013,19501.08008
19-02-2013,19635.7207
20-02-2013,19642.75
21-02-2013,19325.35938
22-02-2013,19317.00977
25-02-2013,19331.68945
26-02-2013,19015.14063
27-02-2013,19152.41016
28-02-2013,18861.53906
01-03-2013,18918.51953
04-03-2013,18877.96094
05-03-2013,19143.16992
06-03-2013,19252.60938
07-03-2013,19413.53906
08-03-2013,19683.23047
11-03-2013,19646.21094
12-03-2013,19564.91992
13-03-2013,19362.55078
14-03-2013,19570.43945
15-03-2013,19427.56055
18-03-2013,19293.19922
19-03-2013,19008.09961
20-03-2013,18884.18945
21-03-2013,18792.86914
22-03-2013,18735.59961
25-03-2013,18681.41992
26-03-2013,18704.5293
28-03-2013,18835.76953
01-04-2013,18864.75
02-04-2013,19040.94922
03-04-2013,18801.64063
04-04-2013,18509.69922
05-04-2013,18450.23047
08-04-2013,18437.7793
09-04-2013,18226.48047
10-04-2013,18414.44922
11-04-2013,18542.19922
12-04-2013,18242.56055
15-04-2013,18357.80078
16-04-2013,18744.92969
17-04-2013,18731.16016
18-04-2013,19016.46094
22-04-2013,19169.83008
23-04-2013,19179.35938
25-04-2013,19406.84961
26-04-2013,19286.7207
29-04-2013,19387.5
30-04-2013,19504.17969
02-05-2013,19735.76953
03-05-2013,19575.64063
06-05-2013,19673.64063
07-05-2013,19888.94922
08-05-2013,19990.17969
09-05-2013,19939.03906
10-05-2013,20082.61914
13-05-2013,19691.66992
14-05-2013,19722.28906
15-05-2013,20212.96094
16-05-2013,20247.33008
17-05-2013,20286.11914
20-05-2013,20223.98047
21-05-2013,20111.60938
22-05-2013,20062.24023
23-05-2013,19674.33008
24-05-2013,19704.33008
27-05-2013,20030.76953
28-05-2013,20160.82031
